,Pozo,Num BHA,MD,TVD,DLS Mean,Azi Mean,Inc Mean,Inc Max,Azi Max,DLS Max,MW,Tiempo,Tipo Pozo,Duracion
155,CASTILLA 328,10,9748.0,7051.9,1.3916716382933885,240.72289062499996,33.05171874999999,88.33,357.17,4.91,9.504587155963304,1585.5,HORIZONTAL,2119.99999999992
156,CASTILLA 330,14,9340.0,7115.3,1.0803682881647096,168.75311403508766,29.245394736842115,70.92,350.07,3.19,10.30091743119267,361.0,TIPO J,880.0000000000799
157,CASTILLA 333,6,8100.0,7289.1,0.9346100670934536,246.91817307692298,18.119855769230774,50.29,347.57,3.76,10.425000000000006,122.0,TIPO J,502.00000000008004
158,CASTILLA 336,4,8100.0,7379.8,0.9098813946403629,67.61908602150541,20.609784946236555,46.0,176.71,2.03,10.759999999999998,1.0,HORIZONTAL,322.5
159,CASTILLA 339,7,9955.0,7076.4,1.2617331193230348,67.06891304347828,23.577608695652174,91.75,331.48,4.82,10.090476190476195,44.0,HORIZONTAL,501.0
160,CASTILLA 340,5,8204.0,7310.0,0.8697595811388757,66.74196078431369,23.60098039215687,49.99,342.47,2.53,10.33055555555556,49.5,HORIZONTAL,495.0
161,CASTILLA 341,6,8380.0,7374.7,0.9543650932841713,72.65105769230772,22.64105769230769,52.6,340.59,2.98,10.466031890203174,31.5,TIPO J,471.49999999991996
162,CASTILLA 342,4,8375.0,7264.3,0.970249684391185,154.0213541666667,24.765104166666674,54.88,353.84,2.36,10.589473684210528,64.5,TIPO J,436.00000000008004
163,CASTILLA 343,5,8113.0,7236.2,0.9756778126615377,151.30977011494255,19.68735632183908,52.22,223.1,2.75,10.240350877192979,83.0,TIPO J,424.00000000008004
164,CASTILLA 344,10,8800.0,7325.8,1.316816128425275,336.9900732600731,36.80395604395605,56.5,359.77,4.15,9.788073394495417,502.0,TIPO J,849.9833333332799
165,CASTILLA 345,6,8241.5,7022.6,1.115317468832669,211.0800588235294,19.680235294117644,73.5,344.04,3.94,10.785294117647062,40.5,TIPO J,457.00000000008004
166,CASTILLA 346,4,7711.0,6906.3,1.0993688672711535,236.72690476190488,16.54428571428571,65.7,352.43,3.91,10.628846153846155,43.5,TIPO J,400.5
167,CASTILLA 347,6,9063.0,7039.3,1.1914503863049761,106.67666666666668,26.167941176470585,80.63,326.74,3.94,10.736065573770492,33.5,TIPO J,465.0
168,CASTILLA 348,7,8231.0,7496.6,1.1228878788855732,256.30288524590156,16.84708196721312,61.8,346.57,3.89,9.518965517241382,514.5,TIPO J,967.0000000000799
169,CASTILLA 349,6,7620.0,7551.7,0.6488681458795769,165.26392857142855,4.298333333333334,21.99,348.66,2.94,10.495555555555553,31.0,TIPO J,366.0
170,CASTILLA 350,5,7680.0,7201.5,0.6998267155618904,212.04402298850567,17.005402298850576,38.6,354.03,2.19,10.168656716417907,70.5,TIPO J,517.00000000008
171,CASTILLA 356,14,9391.0,6982.8,1.2455750429465158,228.31849056603775,30.98528301886791,89.54,359.62,3.59,9.742666666666667,106.5,HORIZONTAL,558.0
172,CASTILLA 357,13,9286.0,6868.5,1.482670511700983,197.98781407035193,27.691809045226144,91.3,357.32,4.79,9.602392344497613,855.0,HORIZONTAL,1491.0
173,CASTILLA 358,7,8145.0,6877.6,1.4534413167670432,178.47213197969538,22.18192893401017,77.11,319.58,3.78,10.015789473684212,82.0,HORIZONTAL,439.5
174,CASTILLA 359,16,9753.0,6885.0,1.6569956217025446,192.37524714828902,39.84072243346008,94.59,359.43,4.98,9.623529411764693,687.0,HORIZONTAL,1283.50000000008
175,CASTILLA 360,10,9597.0,6861.1,1.4301236256774668,102.07707964601772,34.66884955752213,96.81,356.89,3.8,10.365060240963864,103.0,HORIZONTAL,660.0
176,CASTILLA 361,4,7907.0,7277.4,1.0407749404668962,244.57258426966288,17.8179213483146,41.45,335.67,3.0,10.593181818181815,5.0,TIPO J,343.99999999991996
177,CASTILLA 362,4,8300.0,7237.6,1.0334887170543354,293.4593617021277,22.764893617021283,59.58,357.64,2.27,10.10588235294117,72.0,TIPO J,433.99999999991996
178,CASTILLA 363,5,9246.0,7122.5,1.2766464647363482,63.87460784313728,27.651666666666664,85.3,357.44,4.0,9.91882352941177,112.0,TIPO J,697.99999999992
179,CASTILLA 364,6,9836.6,7086.0,1.1059124582259006,249.51008547008553,31.728974358974355,80.81,353.02,2.52,10.819780219780226,131.5,HORIZONTAL,679.99999999992
180,CASTILLA 365,7,7627.0,6927.6,1.2802467747909352,159.31571428571422,22.772040816326534,49.81,264.73,4.63,10.74141414141416,246.5,TIPO J,777.4999999999201
181,CASTILLA 367,5,8237.0,6985.7,1.0218632920631114,113.41874999999999,23.424886363636368,58.47,359.1,3.68,10.676842105263168,25.0,TIPO J,640.99999999992
182,CASTILLA 368,5,7948.0,7433.8,0.8869878092311213,73.3698850574713,15.981149425287352,37.1,353.58,2.49,10.192307692307686,58.0,TIPO J,526.5
183,CASTILLA 369,6,8080.0,7429.4,0.8315406417921256,88.944,18.19282352941176,43.67,208.15,1.76,10.245652173913038,28.0,TIPO J,355.00000000008004
184,CASTILLA 370,5,7750.0,7392.2,1.0128900591558154,172.86219512195126,12.929634146341463,39.93,359.93,2.69,10.260000000000002,35.0,TIPO J,363.49999999991996
185,CASTILLA 372,9,8430.0,7479.6,0.8021283806785764,113.68838709677416,22.4583870967742,51.36,300.96,1.99,10.453566840603731,7.0,TIPO J,403.99999999991996
186,CASTILLA 373,5,8180.0,7386.2,1.0176437711456394,187.04611111111117,17.297777777777775,52.0,340.91,3.4,10.124999999999996,54.0,TIPO J,433.99999999991996
187,CASTILLA 374,6,7896.0,7489.1,0.937703856853495,92.08056818181818,12.783977272727272,45.35,321.13,2.4,9.803333333333335,66.5,TIPO J,456.49999999991996
188,CASTILLA 375,7,7919.0,7397.3,1.0810107977368688,168.30183908045979,16.162873563218387,45.7,333.88,3.24,10.092682926829267,26.5,TIPO J,310.00000000008004
189,CASTILLA 376,6,9249.0,7410.1,1.037329361688199,275.7330097087379,26.89300970873786,70.45,359.58,2.37,10.2452,4.5,TIPO J,405.49999999991996
190,CASTILLA 382,10,7680.0,7165.0,1.2858291425862507,183.84702127659568,16.83978723404255,44.25,359.93,3.45,10.341666666666661,15.5,TIPO J,404.50000000008004
191,CASTILLA 385,7,8257.0,7142.0,0.8594102073847768,229.22936842105267,25.696631578947375,50.8,246.11,2.17,10.157894736842104,51.5,TIPO J,478.00000000008004
192,CASTILLA 386,10,7857.0,7033.0,1.1845881979601596,189.62505263157902,22.136105263157898,54.79,356.82,3.3,9.34294478527608,846.5,TIPO J,1327.00000000008
193,CASTILLA 4,6,7175.0,7175.0,1.4369848507768956,0.03,0.0,0.0,0.03,1.4369848507768956,10.113999999999997,51.5,TIPO J,1128.0
194,CASTILLA 4,6,7175.0,7175.0,1.4369848507768956,0.03,0.0,0.0,0.03,1.4369848507768956,10.113999999999997,51.5,VERTICAL,1128.0
195,CASTILLA 402,10,8664.0,7402.8,1.3374378545786922,204.22975935828887,20.012780748663097,91.18,359.0,5.0,9.181363636363617,1605.0,HORIZONTAL,2040.0
196,CASTILLA 405,11,8038.0,6611.7,1.4737388011038461,146.3981521739131,25.374565217391304,78.58,302.68,4.36,10.750666666666664,525.5,HORIZONTAL,864.0
197,CASTILLA 406,5,9054.0,6509.6,1.4029505348267708,142.81754901960784,30.8956862745098,92.1,358.34,3.99,10.507499999999997,19.5,HORIZONTAL,408.0
198,CASTILLA 411,7,9901.0,6966.5,1.4586428236735234,130.03790697674418,39.69744186046511,92.64,347.4,4.97,9.333070866141732,494.0,HORIZONTAL,1056.0
199,CASTILLA 412,8,10145.0,6859.4,1.3576247294781585,164.14276785714273,34.31401785714285,96.49,330.12,4.9,9.821587301587297,103.0,HORIZONTAL,504.0
200,CASTILLA 413,4,10181.0,6789.4,1.4227541201890692,106.39280701754382,36.767456140350895,91.29,355.92,4.13,10.19074074074074,7.5,HORIZONTAL,456.0
201,CASTILLA 414,4,9720.0,7007.8,1.5061068723353017,268.3354464285715,32.36133928571428,90.69,351.6,4.67,10.302127659574465,8.0,HORIZONTAL,384.0
202,CASTILLA 415,10,7247.0,6663.9,1.3155992425388447,141.75437500000004,16.91774999999999,57.5,313.06,3.13,10.236458333333344,294.5,TIPO J,640.99999999992
203,CASTILLA 416,5,8043.0,7100.1,0.9609880831809842,156.48494382022471,23.190449438202243,53.78,279.34,2.46,10.321686746987963,212.0,TIPO J,609.49999999992
204,CASTILLA 417,11,7782.0,7534.4,0.9106437711456397,149.83566666666667,10.47366666666667,34.12,359.94,2.48,10.144067796610168,114.5,TIPO J,523.99999999992
205,CASTILLA 418,6,8490.0,7002.7,0.9639563376678233,311.2315053763441,29.566559139784946,55.75,333.69,2.21,10.491403508771931,58.0,TIPO J,427.00000000008004
206,CASTILLA 419,6,8528.0,7095.4,1.2127972276926342,276.1712234042553,21.587234042553185,79.83,348.56,3.91,9.85625,292.5,HORIZONTAL,738.49999999992
207,CASTILLA 420,6,8085.0,7453.6,1.0476410930905278,264.6479768786127,13.143526011560695,58.18,356.61,4.29,9.533628318584068,509.0,HORIZONTAL,858.0
208,CASTILLA 421,11,8437.0,7597.0,1.0332740593748082,89.01208791208785,17.963516483516482,57.87,359.84,2.63,10.305660377358489,43.5,HORIZONTAL,396.0
209,CASTILLA 423,5,8058.0,7365.6,0.8976395406039281,113.87897849462368,17.80876344086022,42.14,355.0,2.69,10.334979961721709,134.0,TIPO J,474.49999999991996
210,CASTILLA 424,12,7854.0,7091.3,1.1955574349198557,121.39267441860464,18.232558139534888,58.96,334.83,3.45,10.042857142857143,18.0,TIPO J,388.00000000008004
211,CASTILLA 425,4,7915.0,7267.3,0.9795274090236807,91.62573033707866,17.578651685393265,50.47,251.19,2.03,10.211475409836062,3.0,TIPO J,415.98333333335995
212,CASTILLA 426,6,8405.0,7099.1,1.1298312600163558,74.21557894736841,22.339052631578948,75.5,359.33,3.43,10.219148936170207,22.5,TIPO J,413.50000000008004
213,CASTILLA 427,4,9036.0,7749.8,0.934179394031075,71.87810000000002,24.4427,54.94,340.4,2.35,10.478947368421053,6.0,HORIZONTAL,478.00000000008004
214,CASTILLA 428,8,8562.0,6969.1,1.073661937922831,293.2595541401273,27.81388535031847,61.9,312.94,2.06,10.372222222222216,14.0,TIPO J,426.49999999991996
215,CASTILLA 440,4,9600.0,6711.4,1.4590461560257122,227.1624074074074,33.86898148148149,91.12,351.1,4.42,10.254237288135595,25.5,TIPO J,541.5
216,CASTILLA 441,7,9438.0,6782.3,1.3608876005181318,230.2214285714286,31.494081632653064,90.09,354.21,4.97,9.97807323028509,622.0,HORIZONTAL,1045.99999999992
217,CASTILLA 442,5,9703.0,6764.9,1.382471008180547,183.3415384615384,32.3535576923077,89.91,353.07,4.58,9.99887640449438,168.0,HORIZONTAL,664.99999999992
218,CASTILLA 443,6,9936.0,6692.7,1.4321825466420852,190.4911538461538,34.310769230769225,91.64,359.16,4.49,10.121428571428565,17.5,HORIZONTAL,559.98333333336
219,CASTILLA 444,8,8697.0,6824.3,1.503015909205511,144.6551666666666,32.85916666666667,86.1,357.8,3.99,9.759999999999991,516.5,HORIZONTAL,871.9999999999201
220,CASTILLA 445,6,8080.0,6826.1,1.3688793355515292,118.98289156626504,21.539759036144584,83.1,353.64,3.95,10.670454545454545,3.5,HORIZONTAL,393.0
221,CASTILLA 446,4,8506.0,6769.8,1.4369002062989915,155.73649214659693,26.703979057591624,80.36,359.23,4.38,10.4659982475152,38.5,TIPO J,403.00000000008004
222,CASTILLA 447,7,8050.0,7308.9,0.8998629477625862,130.70284090909084,18.488295454545455,50.6,299.36,2.45,9.872131147540982,119.0,TIPO J,420.0
223,CASTILLA 448,5,8670.0,6723.5,1.1061489663841824,153.47514018691592,26.699813084112147,82.7,358.99,4.14,10.032577319587633,175.0,TIPO J,763.00000000008
224,CASTILLA 449,7,7710.0,6999.1,0.8478900591558156,159.52780487804884,16.15353658536585,45.46,359.91,3.3,10.333333333333336,37.0,TIPO J,425.50000000008004
225,CASTILLA 451,6,7817.0,6787.2,1.393773629175915,111.40452380952382,19.951011904761913,76.75,352.16,3.91,10.652000000000003,31.0,HORIZONTAL,374.98333333344
226,CASTILLA 452,4,8500.0,6935.2,0.9642549474569071,116.22295918367352,27.06969387755102,55.76,344.24,3.75,10.506896551724138,71.5,TIPO J,484.00000000008004
227,CASTILLA 453,6,9345.0,6738.1,1.4010085814296798,123.02132743362831,30.595044247787612,91.29,353.8,4.65,10.18225806451613,7.5,HORIZONTAL,502.99999999991996
228,CASTILLA 454,8,9700.0,6729.4,1.2581807732892576,100.16625000000002,32.351551724137934,86.53,357.66,4.61,10.041319088707908,279.5,TIPO J,794.5000000000799
229,CASTILLA 455,5,7425.0,6990.4,0.8213706163008642,152.89438202247194,12.455505617977515,45.45,354.02,3.22,10.454347826086957,23.5,TIPO J,363.0
230,CASTILLA 456,12,8617.0,6865.3,1.4755675346889823,124.11773869346736,25.849899497487456,75.93,348.04,3.97,10.447887323943656,85.5,TIPO J,593.98333333344
231,CASTILLA 457,9,7700.0,7465.3,0.7973068599327964,239.72527472527472,9.334065934065931,36.3,357.69,2.26,10.889285714285716,247.0,TIPO J,658.00000000008
232,CASTILLA 458,10,10360.0,7793.0,1.4340130161282385,94.31114093959734,37.46187919463088,82.0,350.41,4.64,10.010909090909106,53.5,HORIZONTAL,886.9166666666399
233,CASTILLA 459,7,8608.0,7354.1,1.0171793940310756,130.4361,22.0116,71.0,359.37,4.55,10.933898305084748,5.0,TIPO J,454.99999999991996
234,CASTILLA 460,12,9024.0,7183.3,1.169818614784102,148.9670476190476,28.29990476190476,76.36,359.52,3.88,10.927692307692313,39.0,TIPO J,502.00000000008004
235,CASTILLA 461,12,10100.0,7478.0,1.1480149163357134,102.57447204968948,24.095714285714283,82.17,358.17,3.24,10.052808988764056,92.5,TIPO J,693.49999999992
236,CASTILLA 462,7,9430.0,6808.9,1.1918128009491007,211.84747663551406,35.67906542056074,82.4,352.98,3.92,10.532142857142858,7.5,HORIZONTAL,443.50000000008004
237,CASTILLA 463,9,9320.0,6811.7,1.2064525443542813,235.05811320754717,32.690849056603774,86.58,345.93,4.13,10.388709677419358,6.5,HORIZONTAL,487.98333333335995
238,CASTILLA 464,4,9000.0,7283.7,1.0088447361145116,231.61329896907213,30.898762886597954,56.13,349.36,2.65,10.435937500000001,45.0,TIPO J,520.00000000008
239,CASTILLA 465,8,9195.0,7320.3,1.069279394031076,79.30849999999998,27.277800000000003,80.51,356.62,3.13,10.476190476190474,53.5,TIPO J,556.99999999992
240,CASTILLA 466,8,8390.0,7409.6,1.0053860193358384,234.01840909090907,22.271590909090904,53.1,334.35,1.98,10.035416666666666,88.0,TIPO J,430.99999999991996
241,CASTILLA 467,6,7320.0,6832.7,1.1733435973368893,217.66064516129043,14.800107526881721,53.5,342.77,3.71,10.46829268292683,13.0,TIPO J,335.98333333344
242,CASTILLA 468,4,8883.0,6609.9,1.130372757482012,238.28681592039794,30.13746268656718,84.9,359.94,3.25,10.475675675675683,376.5,HORIZONTAL,867.0
243,CASTILLA 469,7,8757.0,6809.9,1.2469744760079404,105.90974910394273,26.938279569892476,83.82,358.57,4.25,10.188169014084503,610.0,HORIZONTAL,1138.5
244,CASTILLA 470,4,8070.0,7074.1,0.924859760501251,126.67511627906978,24.036279069767446,50.8,181.44,2.43,10.483888888888892,9.0,TIPO J,408.0
245,CASTILLA 471,45,7430.0,7085.2,0.8759104420580099,169.8154777070065,14.355923566878978,31.5,221.33,1.88,10.539344262295083,64.5,TIPO J,417.0
246,CASTILLA 472,7,8273.0,7579.1,1.044630251442526,257.3023863636365,19.044147727272726,42.83,352.97,2.78,10.410526315789475,79.5,TIPO J,463.99999999991996
247,CASTILLA 473,5,8117.0,7094.9,0.8990676670053765,147.87601941747573,23.990291262135926,52.3,358.21,2.23,10.268965517241378,203.0,TIPO J,681.49999999992
248,CASTILLA 474,4,8694.0,6843.7,1.0547833743453217,213.28765765765763,29.066216216216215,75.03,341.25,3.39,10.325000000000006,163.0,TIPO J,567.49999999992
249,CASTILLA 5,9,7030.0,7028.7,1.336210559318397,224.62561855670097,0.9343556701030933,5.15,359.8,4.84,10.189787163185771,128.0,VERTICAL,816.0
250,CASTILLA 504,4,8500.0,6878.3,1.3106366967374457,269.94824175824186,28.216263736263734,75.35,349.12,2.84,10.231746031746031,12.5,TIPO J,546.0
251,CASTILLA 505,6,10000.0,6800.3,1.1594246212694221,84.59616666666665,35.76391666666668,84.83,347.5,4.14,10.380232558139541,54.0,TIPO J,608.50000000008
252,CASTILLA 507,13,7470.0,6808.5,1.1695377956385449,277.65450549450543,16.163406593406595,61.8,357.64,3.99,10.54,3.0,TIPO J,316.00000000008004
253,CASTILLA 508,15,7936.0,7503.1,1.044920667450647,224.94179775280904,14.635056179775281,42.4,349.62,2.69,10.236363636363638,28.0,TIPO J,360.0
254,CASTILLA 509,6,8003.0,6998.1,1.0597434814314834,306.8084883720928,25.240697674418602,46.77,356.47,2.61,10.999999999999998,7.5,TIPO J,427.99999999991996
255,CASTILLA 510,6,8000.0,6950.8,1.106587344163347,95.69594059405941,26.285346534653463,60.25,322.49,2.71,10.415999999999997,10.0,TIPO J,339.0
256,CASTILLA 511,5,7523.0,6993.6,1.2393261709655923,307.6729999999998,21.936999999999998,36.34,353.08,4.58,9.75625,184.0,TIPO J,501.49999999991996
257,CASTILLA 512,5,7400.0,7016.3,0.9121438482302119,93.32975903614455,11.980602409638553,47.12,359.78,2.75,10.395238095238096,14.5,TIPO J,325.00000000008004
258,CASTILLA 513,5,8386.0,6755.3,1.3604830564933812,117.32731182795688,26.168817204301078,80.82,352.77,3.62,10.338596491228067,6.5,TIPO J,435.0
259,CASTILLA 558,6,7930.0,7008.7,0.9936937611947505,246.85258823529418,20.392823529411764,52.45,348.66,2.53,10.279166666666663,13.5,TIPO J,370.00000000008004
260,CASTILLA 559,5,8700.0,6983.9,0.9045103159739764,238.01861702127653,31.755106382978713,54.12,346.62,2.8,10.440350877192978,20.5,TIPO J,433.98333333335995
261,CASTILLA 560,4,7845.0,6907.9,0.8489295279431113,276.50441860465116,22.83941860465116,46.29,337.58,1.77,10.749999999999998,61.5,TIPO J,390.0
262,CASTILLA 561,4,7794.0,7009.4,0.8846349376653386,214.487294117647,20.075882352941175,49.5,341.47,2.52,10.379069767441859,7.5,TIPO J,324.0
263,CASTILLA 562,8,8540.0,7008.7,1.0354102073847766,141.95136842105262,28.02442105263157,61.98,176.8,2.63,10.207017543859646,69.0,TIPO J,448.99999999991996
264,CASTILLA 563,5,6980.0,6720.8,1.190653263491419,217.84576923076924,9.781666666666666,38.95,341.96,3.96,10.384615384615381,1.0,TIPO J,280.98333333335995
265,CASTILLA 564,6,7512.0,7038.1,1.0195551815006638,152.10543209876542,12.64888888888889,53.63,345.42,2.72,10.211904761904762,3.0,TIPO J,322.99999999991996
266,CASTILLA 565,8,7850.0,6974.4,0.9918254052415915,167.6361627906976,20.784302325581393,53.31,357.67,2.81,10.080434782608691,41.0,TIPO J,355.99999999991996
267,CASTILLA 566,7,7983.0,6946.6,0.8515928471020571,235.62220930232553,24.574883720930234,52.3,315.71,2.14,10.11897959183673,35.5,TIPO J,384.0
268,CASTILLA 592,5,7870.0,7276.7,0.9840217910461527,227.4466292134831,17.40910112359551,40.51,335.16,2.33,10.271999999999997,35.5,TIPO J,412.99999999991996
269,CASTILLA 593,4,7828.0,7324.7,0.9313556253230755,181.78609195402296,15.750459770114945,44.46,312.99,1.75,10.36851851851852,33.5,TIPO J,364.99999999991996
270,CASTILLA 597,7,7900.0,7343.7,0.821762418065265,144.31051546391754,17.167113402061855,42.84,330.27,1.74,10.124561403508773,21.0,TIPO J,397.99999999991996
271,CASTILLA 598,6,7385.0,7097.0,0.9099739164950329,236.9755696202532,8.930506329113923,43.52,355.43,3.04,10.08148148148148,90.0,TIPO J,417.49999999991996
272,CASTILLA 599,5,7680.0,6716.5,0.9942465395253556,109.78555555555555,20.173086419753087,61.52,339.99,2.61,10.110714285714286,70.0,TIPO J,382.99999999991996
273,CASTILLA 600,4,7860.0,7116.4,0.857766737245437,291.27453488372083,20.44767441860465,45.0,343.59,2.38,10.47142857142857,28.0,TIPO J,397.5
274,CASTILLA 601,5,7650.0,7127.1,0.8696228165071482,228.09200000000004,16.857882352941182,40.78,288.25,2.35,10.005882352941171,66.0,TIPO J,504.0
275,CASTILLA 602,6,8318.0,7113.3,0.899318015418764,287.105824175824,26.74846153846154,49.0,306.6,1.95,10.367924528301883,7.0,TIPO J,362.50000000008004
276,CASTILLA 603,7,7931.0,6894.3,1.0813767781008625,275.35520408163273,25.145408163265305,60.85,355.56,3.23,10.574000000000003,20.5,TIPO J,393.98333333328
277,CASTILLA 604,5,8426.0,6998.1,1.1073293616881994,281.068932038835,30.20514563106797,62.32,357.92,3.92,10.572881355932205,43.5,TIPO J,460.00000000008004
278,CASTILLA 605,5,9382.0,7894.6,1.1658455711837266,84.52201923076917,25.674903846153846,64.05,349.25,2.71,10.236986301369859,55.0,TIPO J,595.99999999992
279,CASTILLA 609,5,8508.0,7029.4,0.9966445097108338,307.9605376344087,30.33870967741935,64.18,325.95,2.64,10.495522388059703,100.5,TIPO J,539.50000000008
280,CASTILLA 700,12,7698.0,7048.4,0.8255051694483242,84.56388235294118,19.40070588235294,24.69,359.81,3.19,10.560416666666663,3.0,TIPO J,370.99999999991996
281,CASTILLA 701,5,7300.0,7146.2,0.8797309683305803,122.78841463414625,9.603048780487804,22.48,285.01,2.04,10.198581434808133,21.0,TIPO J,340.99999999991996
282,CASTILLA 702,10,7482.0,6832.1,0.8541142460127307,180.3567816091954,21.412528735632186,30.46,192.9,3.17,10.315555555555553,2.5,TIPO J,340.5
283,CASTILLA 81,5,7270.0,6977.4,1.1770357795367923,187.69313253012058,11.747831325301206,47.86,347.98,3.84,10.158823529411766,2.5,TIPO J,384.0
284,CASTILLA 87,9,7384.0,7068.8,0.961999278608423,177.45273809523815,14.333690476190478,43.58,354.55,3.45,10.010000000000005,44.5,TIPO J,648.0
285,CASTILLA 89,8,7678.0,7156.4,0.9623363977877257,210.59561797752812,15.49056179775281,50.04,359.81,3.06,10.622222222222222,1.0,TIPO J,408.0
286,CASTILLA DISPOSAL 10,15,10161.0,8791.6,0.8947446431027349,167.97635983263615,21.44276150627616,50.92,342.55,3.73,10.215126050420174,181.0,TIPO J,756.0
287,CASTILLA DISPOSAL 11,6,10071.0,8361.1,1.10818072128103,169.50343891402713,24.48461538461538,60.51,352.93,3.29,10.178947368421058,57.0,TIPO J,619.00000000008
288,CASTILLA DISPOSAL 12,12,8461.0,8457.2,0.6527164094632791,196.38735849056596,1.4971698113207554,4.21,350.57,3.21,10.449019607843137,16.5,TIPO J,381.01666666656
289,CASTILLA DISPOSAL 13,5,8967.0,8070.6,1.1197162779036067,214.5570796460177,21.20902654867257,43.6,300.06,2.61,10.469642857142857,6.0,TIPO J,386.01666666672
290,CASTILLA DISPOSAL 14,5,9057.1,8410.7,0.8231345892171859,181.2765765765766,15.650900900900899,44.43,354.41,2.74,10.045569620253154,181.0,TIPO J,588.91666666656
291,CASTILLA DISPOSAL 15,6,9702.5,8553.4,1.1996139279593168,177.1246634615385,27.0572596153846,41.93,357.22,2.92,10.544214876033056,374.5,TIPO J,915.4999999999201
292,CASTILLA DISPOSAL 16,7,9986.0,7885.0,1.1523796644884923,226.09355371900824,31.308099173553707,68.16,329.43,2.52,9.99399999999999,130.0,TIPO J,766.99999999992
293,CASTILLA DISPOSAL 18,8,10051.0,9218.6,0.8453996048028755,118.97643478260872,15.800347826086956,40.88,359.57,3.49,10.750847457627122,77.0,TIPO J,852.4999999999201
294,CASTILLA DISPOSAL 19,16,11500.0,8938.1,1.0725030727490037,190.0488111888113,26.322937062937065,78.78,352.99,3.97,10.05309734513274,225.5,TIPO J,843.4999999999201
295,CASTILLA DISPOSAL 2,17,8941.0,8932.9,0.4941319903103056,130.75443298969077,2.1831958762886594,3.95,350.7,1.4369848507768956,11.051724137931034,67.0,VERTICAL,744.0
296,CASTILLA DISPOSAL 20,8,10893.0,9086.4,1.1026668125747021,185.5527644230772,23.492524038461514,80.29,352.98,4.94,9.784223602484476,606.0,HORIZONTAL,1201.00000000008
297,CASTILLA DISPOSAL 21,6,11180.0,8887.7,1.0425849607522506,146.3883703703703,23.625296296296295,83.59,357.9,4.09,10.075679012345686,59.0,TIPO J,601.98333333336
298,CASTILLA DISPOSAL 22,6,11000.0,9054.4,0.9287448058497181,122.97579945799455,19.60615176151762,71.26,352.95,3.75,11.07796610169492,362.0,HORIZONTAL,912.9000000000001
299,CASTILLA DISPOSAL 3,14,10409.0,7589.5,1.2615626655566086,110.9015533980583,36.1285436893204,80.81,346.23,4.84,9.833719211918739,103.0,TIPO J,792.0
300,CASTILLA DISPOSAL 4,11,9957.0,7651.4,1.0661007040560986,194.19343434343435,33.18020202020204,69.82,358.6,3.57,10.474390243902441,81.5,TIPO J,720.0
301,CASTILLA DISPOSAL 5,8,10020.0,7535.9,1.4580785487046546,102.15640350877202,31.21543859649123,74.82,356.09,4.44,10.352000000000002,59.0,TIPO J,576.0
302,CASTILLA DISPOSAL 6,132,9489.0,7693.5,1.1330854257290839,163.5511428571429,28.326095238095235,61.59,324.31,4.36,9.881481481481485,247.5,TIPO J,624.0
303,CASTILLA DISPOSAL 7,12,9600.0,8763.5,0.8669097734304219,120.05801801801798,16.684054054054037,46.06,355.99,2.53,10.187654320987654,77.0,TIPO J,482.50000000008004
304,CASTILLA DISPOSAL 8,7,10298.0,8945.7,1.0471030851561713,129.20304909560718,23.562196382428965,75.75,355.83,3.88,9.787199324968821,117.0,TIPO J,855.4999999999201
305,CASTILLA DISPOSAL 9,9,9086.0,8069.0,0.960349529814437,223.65519607843126,18.498578431372533,50.69,351.05,4.13,9.962745098039216,149.5,TIPO J,647.98333333344
